type,dish,region,state,city,sub-region,location,description,image_url,citations
Soups and stews,Bookbinder soup,Northeast,['Pennsylvania'],"['Philadelphia, Pennsylvania']",[],Pennsylvania,Seafood soup made withcommon snapping turtlemeat.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Bookbinder_soup_%285711048171%29.jpg/250px-Bookbinder_soup_%285711048171%29.jpg,
Soups and stews,Booyah,Midwest,"['Michigan', 'Minnesota', 'Wisconsin']",[],[],Wisconsin,"A thick soup that often requires up to two days and multiple cooks to prepare; it is cooked in specially designed ""booyah kettles"" and usually meant to serve hundreds or even thousands of people.[296]",,
Soups and stews,Brunswick stew,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A stew based on tomatoes, local beans and vegetables, and chicken in recent times; originally, small game meat such as squirrel, rabbit or opossum was used instead.[297]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Brunswick_stew.jpg/250px-Brunswick_stew.jpg,
Soups and stews,Burgoo,Multiple,Wyoming,[],"['Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois', 'Kentuckyand Illinois']",Kentuckyand Illinois,"A spicystew,[298]typically usinggameor game birds, similar toIrishorMulligan stew, often served withcornbreadorcorn muffins. [The image at the left depicts burgoo with a side of mashed potatoes.]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Kentucky_burgoo.jpg/250px-Kentucky_burgoo.jpg,
Soups and stews,Catfish stew,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A dish that consists of catfish fillets. which are heavily boiled so that they fall apart, and is then combined with crushed tomatoes, potatoes, and onions.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Nigeria_catfish_soup.jpg/250px-Nigeria_catfish_soup.jpg,
Soups and stews,Chili con carne,Southwest,['Texas'],[],[],Texas,"Originated in Texas and is the official dish of the U.S. state of Texas, as designated by the House Concurrent Resolution Number 18 of the 65thTexas Legislatureduring its regular session in 1977.[299]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Pot-o-chili.jpg/250px-Pot-o-chili.jpg,
Soups and stews,Conch soup,South,['Florida'],"['Key West, Florida']",[],Florida,"A soup made from conch, a type of sea snail.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/%22Sopa_de_Caracol%22.jpg/250px-%22Sopa_de_Caracol%22.jpg,
Soups and stews,Corn chowder,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,A corn-based chowder with cream.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Vegan_Garden_Corn_Chowder_with_Chives_%28cropped%29.jpg/250px-Vegan_Garden_Corn_Chowder_with_Chives_%28cropped%29.jpg,
Soups and stews,Cream of crab soup,South,['Maryland'],[],[],Maryland,"A dish from theEastern Shore of Maryland. It is made with lumpMaryland blue crabmeat, onion,whole milkand/orhalf and half(milk and cream blend), butter, either flour or corn starch as a thickener, andOld Bayas the main seasoning.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Cream_of_crab_soup.jpg/250px-Cream_of_crab_soup.jpg,
Soups and stews,Gumbo,South,['Louisiana'],[],[],Louisiana,A meat orseafood soupor stew thickened with okra orfilé.[300],https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gumbo_at_Tujaques.jpg/250px-Gumbo_at_Tujaques.jpg,
Soups and stews,Manhattan-style clam chowder,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,Clams cooked in a redbrothwith tomatoes for flavor and color.[301],https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/ManhattanClamChowder.jpg/250px-ManhattanClamChowder.jpg,
Soups and stews,Maryland crab soup,South,['Maryland'],[],[],Maryland,"A soup made with lumpMaryland crabmeat, tomatoes, corn, potato, cellery or celery leaves, peas, onion, andOld Bay. The main liquid of the soup can be water, shellfishstock, or fish stock. Other seasoning options used include red pepper,bay leaf,thyme, garlic, dry mustard,  and/or salt.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Maryland_Crab_Soup.jpg/250px-Maryland_Crab_Soup.jpg,
Soups and stews,Matzah ball soup,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"Staple food onPassover. The Matzah balldumplingsare traditionally served in chicken broth with sliced carrots, garnished with chopped parsley. Matzo balls are also referred to asknaidelorknaedle.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Matzah_balls.JPG/250px-Matzah_balls.JPG,
Soups and stews,New England-style clam chowder,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"A milk- or cream-basedchowderof potatoes, onion, and clams.[302]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Quail_07_bg_041506.jpg/250px-Quail_07_bg_041506.jpg,
Soups and stews,Oyster stew,Multiple,[],[],['Southern United States'],Southern United States,A stew made with oysters.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Oyster_stew.jpg/250px-Oyster_stew.jpg,
Soups and stews,Peanut soup,South,['Virginia'],[],[],Virginia,"A soup made from peanuts, often with various other ingredients.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Ground_nut_soup.jpg/250px-Ground_nut_soup.jpg,
Soups and stews,Philadelphia Pepper Pot,Northeast,['Pennsylvania'],"['Philadelphia, Pennsylvania']",[],Pennsylvania,"A thick stew of beeftripe, vegetables, pepper and other seasonings.[303]",,
Soups and stews,Saimin,West,['Hawaii'],[],[],Hawaii,"Traditionally consisting of soft wheat eggnoodlesserved in a hotdashigarnished with dicedgreen onionsand a thin slice ofkamaboko, modern versions of saimin include additional toppings such aschar siu, slicedSpam,sliced egg,bok choy,mushrooms, or shreddednori.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Classic_Saimin.jpg/250px-Classic_Saimin.jpg,
Soups and stews,She-crab soup,South,['South Carolina'],"['Charleston, South Carolina']",[],South Carolina,"A seafood soup made withblue crabmeat, crabroe, and crabstockmixed with heavy cream and dry sherry.[304]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/She-Crab_Soup.jpg/250px-She-Crab_Soup.jpg,
Soups and stews,Sonofabitch stew,West,Wyoming,[],"['Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States']",Western United States,"A cowboy dish of the Old West.  A beef stew, the ingredients of which depended on availability.  Sometimes made withoffalfrom acalf.[305]",,
Soups and stews,Vichyssoise,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"Vichyssoise (/viːʃiːˈswɑːz/vee-shee-SWAHZ) is a thick soup made of puréedleeks, onions, potatoes, cream, andchicken stock.  Its origins is a subject of debate among culinary historians;Julia Childcalls it ""an American invention"",[306]whereas others observe that ""the origin of the soup is questionable in whether it's genuinely French or an American creation"".[307]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Vichyssoise.jpg/250px-Vichyssoise.jpg,
Soups and stews,Yaka mein,South,Wyoming,['New Orleans'],"['New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans']",New Orleans,"A soup that combines influences of Chinese and Creole cuisine.  Stewed beef in beef-based broth with noodles, garnished with half a hard-boiled egg and chopped green onions, with Creole or Cajun seasoning.[308]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Yakamein_%28aka_old_sober%29_red_bowl.jpg/250px-Yakamein_%28aka_old_sober%29_red_bowl.jpg,
